Region,County,District,District Name,Row,Staff,FTE Count,Total Base Pay,Average Base Pay
8,HOPKINS COUNTY,112909,SALTILLO ISD,19998,TOTAL TEACHING STAFF,27.14,1201540.00,44276.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,21300,COUNSELOR,1.11,61620.00,55559.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,21800,EDUCATIONAL DIAGNOSTICIAN,2.00,134129.00,67065.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,22800,OTHR NON-INSTR DISTRICT,2.00,106464.00,53232.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,23500,SCHOOL NURSE,1.00,46790.00,46790.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,1.25,79469.00,63509.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,29998,TOTAL SUPPORT STAFF,7.36,428472.00,58213.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,31600,DIST INSTR PGM DIR OR EXC DIR,0.11,6748.00,61852.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,33100,PRINCIPAL,1.11,78976.00,71207.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,0.54,48802.00,91099.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,39998,TOTAL ADMINISTRATIVE STAFF,1.75,134526.00,76701.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,39999,TOTAL PROFESSIONAL STAFF,36.25,1764538.00,48675.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,41700,EDUCATIONAL AIDE,11.26,177362.00,15752.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,49998,TOTAL PARAPROFESSIONAL STAFF,11.26,177362.00,15752.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,50000,AUXILIARY,8.00,151132.00,18895.00
8,HOPKINS COUNTY,112909,SALTILLO ISD,99999,TOTAL PERSONNEL,55.51,2093032.00,37706.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10002,PRE-KINDERGARTEN,0.59,19751.00,33425.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10003,KINDERGARTEN,0.50,16905.00,33810.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10006,ELEMENTARY (GRADES 1-6),0.72,28867.00,39971.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.47,16031.00,34203.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10009,ALL GRADE LEVELS,1.37,54422.00,39843.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10012,GRADE 1,1.05,32084.00,30664.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10013,GRADE 2,1.05,30909.00,29538.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10014,GRADE 3,0.86,27637.00,32102.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10015,GRADE 4,1.23,40796.00,33178.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10016,GRADE 5,1.03,38278.00,37084.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10017,GRADE 6,1.17,43511.00,37198.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10018,GRADE 7,0.90,38396.00,42520.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10019,GRADE 8,0.94,34925.00,36973.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,10020,GRADES 9-12,9.23,365319.00,39573.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,19998,TOTAL TEACHING STAFF,21.11,787831.00,37317.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,21300,COUNSELOR,0.12,5336.00,45336.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,22100,LIBRARIAN,1.00,4000.00,4000.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,23500,SCHOOL NURSE,0.13,2899.00,23192.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,29998,TOTAL SUPPORT STAFF,1.24,12235.00,9845.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,30800,BUSINESS MANAGER,1.00,42138.00,42138.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,33100,PRINCIPAL,1.00,64481.00,64481.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,0.77,52991.00,68695.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,39998,TOTAL ADMINISTRATIVE STAFF,2.77,159610.00,57592.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,39999,TOTAL PROFESSIONAL STAFF,25.13,959676.00,38195.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,41700,EDUCATIONAL AIDE,5.88,122238.00,20806.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,49998,TOTAL PARAPROFESSIONAL STAFF,5.88,122238.00,20806.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,50000,AUXILIARY,9.00,263402.00,29267.00
8,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,99999,TOTAL PERSONNEL,40.00,1345316.00,33632.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10002,PRE-KINDERGARTEN,4.30,178219.00,41457.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10003,KINDERGARTEN,6.00,250500.00,41750.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10006,ELEMENTARY (GRADES 1-6),5.25,218953.00,41682.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),1.18,45762.00,38745.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10009,ALL GRADE LEVELS,1.16,29419.00,25339.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10012,GRADE 1,4.17,166780.00,40019.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10013,GRADE 2,5.14,229431.00,44645.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10014,GRADE 3,4.61,176952.00,38374.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10015,GRADE 4,4.97,181058.00,36420.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10016,GRADE 5,5.02,194218.00,38671.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10017,GRADE 6,7.81,336361.00,43047.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10018,GRADE 7,7.87,347734.00,44176.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10019,GRADE 8,5.34,226484.00,42437.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,10020,GRADES 9-12,34.40,1549124.00,45036.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,19998,TOTAL TEACHING STAFF,97.23,4130995.00,42489.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,21300,COUNSELOR,4.00,217922.00,54481.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,21800,EDUCATIONAL DIAGNOSTICIAN,1.00,59566.00,59566.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,22200,LSSP/PSYCHOLOGIST,1.00,52820.00,52820.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,22400,OCCUPATIONAL THERAPIST,0.70,33459.00,48129.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,22600,OTHER CAMP PROF PERSONNEL,2.00,120500.00,60250.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,22800,OTHR NON-INSTR DISTRICT,4.00,201400.00,50350.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,23500,SCHOOL NURSE,1.00,56620.00,56620.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,1.00,58840.00,58840.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,24400,TEACHER FACILITATOR,2.00,98400.00,49200.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,29998,TOTAL SUPPORT STAFF,16.70,899527.00,53879.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,30200,ASSISTANT PRINCIPAL,1.00,58100.00,58100.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,30800,BUSINESS MANAGER,1.00,67000.00,67000.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,31600,DIST INSTR PGM DIR OR EXC DIR,1.07,82153.00,77132.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,33100,PRINCIPAL,3.42,235327.00,68876.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,130000.00,130000.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,39998,TOTAL ADMINISTRATIVE STAFF,7.48,572580.00,76530.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,39999,TOTAL PROFESSIONAL STAFF,121.40,5603102.00,46153.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,41700,EDUCATIONAL AIDE,28.31,477771.00,16876.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,49998,TOTAL PARAPROFESSIONAL STAFF,28.31,477771.00,16876.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,50000,AUXILIARY,32.98,643539.00,19516.00
6,HOUSTON COUNTY,113901,CROCKETT ISD,99999,TOTAL PERSONNEL,182.69,6724412.00,36808.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10002,PRE-KINDERGARTEN,0.25,10832.00,43328.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10003,KINDERGARTEN,1.81,74284.00,41045.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10006,ELEMENTARY (GRADES 1-6),0.88,28428.00,32434.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.61,24379.00,39933.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10009,ALL GRADE LEVELS,1.22,43670.00,35889.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10012,GRADE 1,1.71,80904.00,47440.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10013,GRADE 2,1.71,73617.00,43167.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10014,GRADE 3,2.08,81368.00,39157.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10015,GRADE 4,1.91,88877.00,46508.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10016,GRADE 5,2.89,133336.00,46111.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10017,GRADE 6,2.47,97808.00,39544.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10018,GRADE 7,2.16,92863.00,43090.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10019,GRADE 8,2.05,88382.00,43073.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,10020,GRADES 9-12,20.83,868812.00,41719.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,19998,TOTAL TEACHING STAFF,42.56,1787560.00,42000.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,21300,COUNSELOR,1.00,59451.00,59451.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,22600,OTHER CAMP PROF PERSONNEL,0.79,41648.00,53001.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,23500,SCHOOL NURSE,0.89,31167.00,34905.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,24700,WORK-BASED LEARNING SITE COOR,0.11,3738.00,34902.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,29998,TOTAL SUPPORT STAFF,2.79,136004.00,48820.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,30500,ATHLETIC DIRECTOR,0.09,4151.00,44634.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,30800,BUSINESS MANAGER,1.00,56804.00,56804.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,33100,PRINCIPAL,2.06,144247.00,69938.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,98000.00,98000.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,39998,TOTAL ADMINISTRATIVE STAFF,4.16,303202.00,72964.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,39999,TOTAL PROFESSIONAL STAFF,49.50,2226766.00,44983.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,41700,EDUCATIONAL AIDE,13.78,196080.00,14227.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,49998,TOTAL PARAPROFESSIONAL STAFF,13.78,196080.00,14227.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,50000,AUXILIARY,22.69,472981.00,20847.00
6,HOUSTON COUNTY,113902,GRAPELAND ISD,99999,TOTAL PERSONNEL,85.97,2895827.00,33683.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10002,PRE-KINDERGARTEN,2.50,106161.00,42463.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10003,KINDERGARTEN,2.29,104420.00,45566.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10006,ELEMENTARY (GRADES 1-6),3.88,197816.00,51049.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.30,17758.00,58704.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10012,GRADE 1,3.17,138801.00,43721.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10013,GRADE 2,2.92,129679.00,44456.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10014,GRADE 3,3.05,127940.00,42007.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10015,GRADE 4,2.48,106783.00,43006.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10016,GRADE 5,1.85,90204.00,48806.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10017,GRADE 6,2.13,95858.00,44919.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10018,GRADE 7,2.82,125760.00,44643.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10019,GRADE 8,2.54,127204.00,50145.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,10020,GRADES 9-12,18.58,905760.00,48744.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,19998,TOTAL TEACHING STAFF,48.51,2274144.00,46883.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,21300,COUNSELOR,1.89,100829.00,53337.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,21400,DEPARTMENT HEAD,1.00,62080.00,62080.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,23500,SCHOOL NURSE,1.00,43850.00,43850.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,29998,TOTAL SUPPORT STAFF,3.89,206759.00,53146.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,30500,ATHLETIC DIRECTOR,0.10,5909.00,60296.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,30800,BUSINESS MANAGER,1.00,50450.00,50450.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,33100,PRINCIPAL,3.00,215963.00,71988.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,98000.00,98000.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,39998,TOTAL ADMINISTRATIVE STAFF,5.10,370322.00,72641.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,39999,TOTAL PROFESSIONAL STAFF,57.50,2851225.00,49590.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,41700,EDUCATIONAL AIDE,4.83,75536.00,15625.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,49998,TOTAL PARAPROFESSIONAL STAFF,4.83,75536.00,15625.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,50000,AUXILIARY,20.38,502297.00,24641.00
6,HOUSTON COUNTY,113903,LOVELADY ISD,99999,TOTAL PERSONNEL,82.71,3429058.00,41457.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10002,PRE-KINDERGARTEN,2.00,75224.00,37612.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10003,KINDERGARTEN,2.21,72772.00,32931.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10006,ELEMENTARY (GRADES 1-6),0.66,21620.00,32560.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.58,21064.00,36311.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10009,ALL GRADE LEVELS,1.00,39352.00,39352.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10012,GRADE 1,2.00,87119.00,43555.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10013,GRADE 2,2.13,91237.00,42919.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10014,GRADE 3,2.36,93152.00,39403.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10015,GRADE 4,2.19,83166.00,37961.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10016,GRADE 5,2.20,89378.00,40669.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10017,GRADE 6,2.25,92815.00,41310.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10018,GRADE 7,1.78,73515.00,41333.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10019,GRADE 8,3.05,130826.00,42884.00
6,HOUSTON COUNTY,113905,LATEXO ISD,10020,GRADES 9-12,18.71,791634.00,42307.00
6,HOUSTON COUNTY,113905,LATEXO ISD,19998,TOTAL TEACHING STAFF,43.12,1762874.00,40883.00
6,HOUSTON COUNTY,113905,LATEXO ISD,21300,COUNSELOR,2.00,92444.00,46222.00
6,HOUSTON COUNTY,113905,LATEXO ISD,22600,OTHER CAMP PROF PERSONNEL,1.50,17628.00,11752.00
6,HOUSTON COUNTY,113905,LATEXO ISD,22800,OTHR NON-INSTR DISTRICT,5.88,278030.00,47276.00
6,HOUSTON COUNTY,113905,LATEXO ISD,29998,TOTAL SUPPORT STAFF,9.38,388102.00,41371.00
6,HOUSTON COUNTY,113905,LATEXO ISD,30800,BUSINESS MANAGER,0.50,14831.00,29662.00
6,HOUSTON COUNTY,113905,LATEXO ISD,33100,PRINCIPAL,1.00,76638.00,76638.00
6,HOUSTON COUNTY,113905,LATEXO ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,103000.00,103000.00
6,HOUSTON COUNTY,113905,LATEXO ISD,39998,TOTAL ADMINISTRATIVE STAFF,2.50,194469.00,77788.00
6,HOUSTON COUNTY,113905,LATEXO ISD,39999,TOTAL PROFESSIONAL STAFF,55.00,2345445.00,42643.00
6,HOUSTON COUNTY,113905,LATEXO ISD,41700,EDUCATIONAL AIDE,10.44,157711.00,15112.00
6,HOUSTON COUNTY,113905,LATEXO ISD,49998,TOTAL PARAPROFESSIONAL STAFF,10.44,157711.00,15112.00
6,HOUSTON COUNTY,113905,LATEXO ISD,50000,AUXILIARY,20.68,407811.00,19716.00
6,HOUSTON COUNTY,113905,LATEXO ISD,99999,TOTAL PERSONNEL,86.12,2910967.00,33801.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10002,PRE-KINDERGARTEN,1.00,37020.00,37020.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10003,KINDERGARTEN,1.00,47420.00,47420.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10006,ELEMENTARY (GRADES 1-6),0.57,26856.00,47415.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.52,24392.00,46523.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10009,ALL GRADE LEVELS,1.00,47421.00,47421.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10012,GRADE 1,3.16,137430.00,43544.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10013,GRADE 2,2.38,111537.00,46963.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10014,GRADE 3,1.50,58123.00,38749.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10015,GRADE 4,1.33,51944.00,38968.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10016,GRADE 5,2.64,109400.00,41504.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10017,GRADE 6,1.95,85548.00,43860.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10018,GRADE 7,0.96,42913.00,44921.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10019,GRADE 8,1.05,43888.00,41950.00
6,HOUSTON COUNTY,113906,KENNARD ISD,10020,GRADES 9-12,11.96,510619.00,42708.00
6,HOUSTON COUNTY,113906,KENNARD ISD,19998,TOTAL TEACHING STAFF,31.00,1334511.00,43050.00
6,HOUSTON COUNTY,113906,KENNARD ISD,21300,COUNSELOR,0.89,48177.00,54101.00
6,HOUSTON COUNTY,113906,KENNARD ISD,22800,OTHR NON-INSTR DISTRICT,1.00,30884.00,30884.00
6,HOUSTON COUNTY,113906,KENNARD ISD,23500,SCHOOL NURSE,1.00,47420.00,47420.00
6,HOUSTON COUNTY,113906,KENNARD ISD,29998,TOTAL SUPPORT STAFF,2.89,126481.00,43757.00
6,HOUSTON COUNTY,113906,KENNARD ISD,30500,ATHLETIC DIRECTOR,0.11,6124.00,54099.00
6,HOUSTON COUNTY,113906,KENNARD ISD,30800,BUSINESS MANAGER,1.00,37292.00,37292.00
6,HOUSTON COUNTY,113906,KENNARD ISD,33100,PRINCIPAL,2.00,128565.00,64283.00
6,HOUSTON COUNTY,113906,KENNARD ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,83800.00,83800.00
6,HOUSTON COUNTY,113906,KENNARD ISD,39998,TOTAL ADMINISTRATIVE STAFF,4.11,255781.00,62185.00
6,HOUSTON COUNTY,113906,KENNARD ISD,39999,TOTAL PROFESSIONAL STAFF,38.00,1716773.00,45175.00
6,HOUSTON COUNTY,113906,KENNARD ISD,41700,EDUCATIONAL AIDE,5.00,96910.00,19382.00
6,HOUSTON COUNTY,113906,KENNARD ISD,49998,TOTAL PARAPROFESSIONAL STAFF,5.00,96910.00,19382.00
6,HOUSTON COUNTY,113906,KENNARD ISD,50000,AUXILIARY,12.99,278570.00,21446.00
6,HOUSTON COUNTY,113906,KENNARD ISD,99999,TOTAL PERSONNEL,55.99,2092253.00,37367.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10002,PRE-KINDERGARTEN,6.99,292872.00,41871.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10003,KINDERGARTEN,12.79,578098.00,45215.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10005,KINDERGARTEN/ELEMENTARY (K-6),1.89,96235.00,50888.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10006,ELEMENTARY (GRADES 1-6),4.00,187348.00,46866.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),6.59,327285.00,49668.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10009,ALL GRADE LEVELS,45.80,2046759.00,44691.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10012,GRADE 1,14.14,588179.00,41601.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10013,GRADE 2,14.54,585956.00,40313.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10014,GRADE 3,13.38,580297.00,43378.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10015,GRADE 4,12.66,521963.00,41224.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10016,GRADE 5,15.00,676856.00,45129.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10017,GRADE 6,16.68,706345.00,42353.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10018,GRADE 7,15.40,693598.00,45038.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10019,GRADE 8,14.88,662168.00,44488.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,10020,GRADES 9-12,76.27,3592763.00,47104.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,19998,TOTAL TEACHING STAFF,271.00,12136722.00,44784.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,20600,ATHLETIC TRAINER,1.00,67352.00,67352.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,21300,COUNSELOR,11.50,688038.00,59829.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,21400,DEPARTMENT HEAD,4.29,205618.00,47913.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,21800,EDUCATIONAL DIAGNOSTICIAN,5.00,285807.00,57161.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,22100,LIBRARIAN,2.00,110813.00,55407.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,22200,LSSP/PSYCHOLOGIST,1.00,53574.00,53574.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,22500,ORIENTATN/MOBILITY SPEC (COMS),0.99,49679.00,49944.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,22600,OTHER CAMP PROF PERSONNEL,1.45,62882.00,43322.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,22800,OTHR NON-INSTR DISTRICT,15.79,1136334.00,71947.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,23500,SCHOOL NURSE,7.86,266782.00,33960.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,4.25,245997.00,57865.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,24400,TEACHER FACILITATOR,3.90,218794.00,56032.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,24600,TRUANT OFF/VISIT TEACHER,2.00,113423.00,56712.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,24700,WORK-BASED LEARNING SITE COOR,0.31,17333.00,56203.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,29998,TOTAL SUPPORT STAFF,61.35,3522426.00,57413.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,30200,ASSISTANT PRINCIPAL,12.43,812389.00,65354.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,111515.00,111515.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,30500,ATHLETIC DIRECTOR,0.76,71926.00,94391.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,30800,BUSINESS MANAGER,1.00,91389.00,91389.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,31600,DIST INSTR PGM DIR OR EXC DIR,1.00,91954.00,91954.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,33100,PRINCIPAL,9.00,728980.00,80998.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,140000.00,140000.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,39998,TOTAL ADMINISTRATIVE STAFF,26.19,2048153.00,78196.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,39999,TOTAL PROFESSIONAL STAFF,358.55,17707301.00,49386.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,41700,EDUCATIONAL AIDE,87.85,1457849.00,16595.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,49998,TOTAL PARAPROFESSIONAL STAFF,87.85,1457849.00,16595.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,50000,AUXILIARY,190.24,4841640.00,25450.00
18,HOWARD COUNTY,114901,BIG SPRING ISD,99999,TOTAL PERSONNEL,636.63,24006790.00,37709.00
